Category,English,Variant,arilou,chmmr,commander,deathmarch,defeated,druuge,final,gamestrings,ilwrath,intro,kohrah,melnorme,mycon,orz,pkunk,probe,safeones,setupmenu,shofixti,slylandro,spathi,starbase,suicide,supox,surrendered,syreen,talkingpet,thraddash,umgah,urquan,utwig,vux,yehat,yehatrebels,zoqfotpik,Total
race,Spathi,史怕,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30
race,Safe Ones,平安族,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
race,Safe Ones,史怕族最高議會,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
race,Umgah,陰嘎族,13,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,0,0,0,3,5,0,0,0,0,13,1,11,0,0,0,0,0,0,56
race,Umgah,陰嘎,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,7
race,Mycon,麥孔族,1,1,0,0,0,0,0,0,0,0,0,4,17,0,0,0,1,0,1,0,0,9,0,0,0,28,0,0,3,0,0,0,3,0,0,68
race,Mycon,麥孔,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,14
race,VUX,VUX,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,3,0,0,9,0,0,0,1,0,0,1,0,0,72,0,4,0,96
race,Ilwrath,蛛狂族,0,0,0,0,0,0,0,0,11,0,0,6,0,0,15,0,3,0,0,0,9,4,0,0,0,0,0,4,1,0,0,0,0,0,0,53
race,Ilwrath,蛛狂,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
race,Androsynth,安卓辛族,2,0,1,0,0,0,0,0,0,0,0,2,0,16,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31
race,Utwig,憂特族,0,1,0,0,0,5,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,5,0,26,0,0,1,0,0,0,2,0,0,0,0,50
race,Utwig,憂特,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46,0,0,0,0,52
race,Supox,蘇菩族,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0,0,10
race,Supox,蘇菩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9
race,Pkunk,普恩族,0,0,0,0,0,0,0,0,4,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,31
race,Pkunk,普恩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,25
race,Thraddash,撻伐族,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,31
race,Thraddash,撻伐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
race,Slylandro,斯萊族,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
race,Slylandro,斯萊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
race,Slylandro Probe,探測器,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,12,0,2,0,47,1,0,0,0,0,0,0,6,0,0,0,0,0,0,5,79
race,Druuge,毒賈族,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,0,0,0,0,33
race,Druuge,毒賈,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
race,Melnorme,梅諾商,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,3,0,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30
race,Orz,歐茲族,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
race,Orz,歐茲,0,0,0,0,0,0,0,0,0,0,0,3,0,233,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240
race,Zoq-Fot-Pik,佐-佛-皮,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,10
race,Dnyarri,蟾亞族,7,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
race,Dnyarri,蟾亞,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,51
race,Talking Pet,會話寵,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,8,0,15,3,0,0,0,0,0,40
race,Taalo,塔洛族,0,0,0,0,0,0,0,0,0,0,9,6,0,14,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,36
race,Taalo,塔洛,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6
race,Precursor,先驅者,0,5,3,0,0,5,0,1,0,1,0,9,0,0,1,0,5,5,0,1,0,18,0,0,0,0,1,0,0,1,4,3,0,0,1,64
race,Precursor,先驅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
race,Precursor,祖先,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,6
race,Burvixese,布維族,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
race,Mael-Num,梅努族,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
race,Sentient Milieu,感知聯盟,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,37
ship,Dreadnought,無畏艦,4,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,4,5,0,0,0,2,6,5,1,1,0,0,0,3,0,37
ship,Dreadnought,無畏,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
ship,Broodhome,母巢艦,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Avatar,化身艦,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Terminator,終結者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ship,Fury,烈憤艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
ship,Scout,偵察艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,5
ship,Skiff,小艇,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Skiff,輕舟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Penetrator,穿透艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
ship,Eluder,迴避者,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ship,Drone,蜂機艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ship,Intruder,入侵者,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,11
ship,Intruder,入侵艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Intruder,闖入者,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4
ship,Guardian,守衛艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ship,Guardian,守護者,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
ship,Avenger,復仇者,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ship,Avenger,復仇艦,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ship,Podship,莢艦,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4
ship,Probe,探測器,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,12,0,2,0,47,1,0,0,0,0,0,0,6,0,0,0,0,0,0,5,79
ship,Probe,探測船,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Probe,探測機,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ship,Jugger,重砲艦,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
ship,Jugger,重擊者,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ship,Mauler,重擊者,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ship,Nemesis,宿敵號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Nemesis,復仇者號,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Stinger,刺針號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
ship,Vindicator,復仇者號,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ship,Vindicator,復仇艦,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ship,Tobermoon,土柏月亮號,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
character,Commander Hayes,海斯,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
character,Talana,泰蘭娜,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17
character,Fwiffo,費佛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
character,Trade Master Greenish,綠光貿易官,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
character,Trade Master Greenish,綠光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
character,ZEX,澤克斯,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,21
character,Burton,巴頓艦長,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
character,Tanaka,田中,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
character,Katana,武士刀,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
character,Daikon,蘿蔔,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
character,Rand,蘭德艦長,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3
character,Rand,蘭德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4
character,Jud the Vug,賈德·魔怪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
character,Jud the Vug,無法名狀的賈德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tech,Sa-Matra,薩瑪特拉,0,27,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,3,2,0,0,5,0,50
tech,Sa-Matra,薩-瑪特拉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
tech,Ultron,厄創,0,0,0,0,0,10,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,70,0,0,0,0,108
tech,Ultron,終極,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,2,1,0,0,0,14
tech,Rosy Sphere,玫瑰球體,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
tech,Aqua Helix,蔚藍螺旋,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13
tech,Clear Spindle,澄澈紡錘,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
tech,Sun Device,太陽裝置,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Taalo Shield,塔洛防護罩,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Taalo Shield,塔洛盾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tech,Glowing Rod,發光魔杖,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
tech,Trident of Wimbli,溫布利三叉戟,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
tech,Vortex Spawner,漩渦生成器,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Portal Spawner,傳送門生成器,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
tech,Bomb,炸彈,0,4,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,7,0,0,0,0,3,0,0,0,16,0,0,0,0,38
tech,Deep Child,深層幼體,1,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,21
tech,Excruciator,苦刑器,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Glory Device,榮耀彈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
tech,limpet,吸附雷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tech,Fusion Bolt,融合彈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
tech,Plasmoids,電漿團,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tech,Hellbore Cannon,火獄穿甲炮,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
tech,Shiva Furnace,濕婆熔爐,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
tech,Ion-Bolt Gun,離子波砲,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
tech,Fusion Blaster,融合爆能砲,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tech,Point-Defense Laser,點防禦雷射,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Point-Defense Laser,點防禦,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
tech,Blaster,爆能砲,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8
tech,Dynamo,發電機,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tech,Dynamo,發電機模組,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Dynamo,能量發電機,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,Fuel Tank,燃料艙,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
tech,Crew Pod,船員艙,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tech,Storage Bay,貨艙,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,12
tech,Storage Bay,儲藏艙,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
tech,lander,登陸艇,0,0,5,0,0,0,0,4,0,0,0,17,0,0,0,0,0,22,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52
tech,Star Control,星際指揮部,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tech,HyperSpace,超空間,6,0,3,0,0,0,0,1,0,1,0,4,0,0,1,0,0,14,0,0,4,6,0,1,0,1,0,0,0,2,0,1,0,0,1,46
tech,QuasiSpace,準空間,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
tech,TrueSpace,真實空間,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,HyperWave,超波通訊,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tech,HyperWave,超波,0,0,1,0,0,5,0,2,0,0,0,7,0,0,0,0,2,2,0,0,0,5,0,0,0,1,2,1,1,0,1,0,0,0,0,30
tech,FunRom,歡樂晶片,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tech,slave shield,奴役護盾,3,5,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,1,4,0,0,0,0,0,29
place,Sol,太陽系,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8
place,Sol,Sol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
place,Earth,地球,9,2,14,2,0,2,3,1,4,5,1,6,2,0,1,2,2,0,2,2,17,12,0,6,0,19,2,4,28,5,5,1,0,1,3,163
place,Betelgeuse,參宿四,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
place,Procyon,南河三,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5
place,Arcturus,大角星,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
place,Vega,織女星,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5
place,Vulpeculae,狐狸座,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
place,Draconis,天龍座,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,12
